3.340308964252471924e-01,2.968940138816833496e-01,8.278176188468933105e-02,9.793614745140075684e-01
3.287828266620635986e-01,2.894422709941864014e-01,2.334555797278881073e-02,9.828650951385498047e-01
3.244573473930358887e-01,2.902234196662902832e-01,2.342249825596809387e-02,9.848348498344421387e-01
3.201330900192260742e-01,2.914192080497741699e-01,2.351717650890350342e-02,9.841894507408142090e-01
3.409692645072937012e-01,2.884615361690521240e-01,2.919299528002738953e-02,9.793321490287780762e-01
3.451091647148132324e-01,2.885197997093200684e-01,2.918147109448909760e-02,9.789208769798278809e-01
3.495796620845794678e-01,2.887632548809051514e-01,2.905409969389438629e-02,9.766498804092407227e-01
3.130335807800292969e-01,3.022058904170989990e-01,-1.547410786151885986e-01,9.895290732383728027e-01
3.525893092155456543e-01,2.968546748161315918e-01,-1.347603350877761841e-01,9.802885651588439941e-01
3.256698548793792725e-01,3.077677190303802490e-01,3.001560270786285400e-02,9.896309971809387207e-01
3.400351405143737793e-01,3.061135113239288330e-01,3.504675626754760742e-02,9.860362410545349121e-01
2.530633807182312012e-01,3.713627457618713379e-01,-1.913988888263702393e-01,9.988606572151184082e-01
4.021901488304138184e-01,3.401930332183837891e-01,-1.434643566608428955e-01,9.918460845947265625e-01
2.334308326244354248e-01,4.723704457283020020e-01,-1.600727885961532593e-01,8.711881637573242188e-01
4.613798558712005615e-01,3.174550235271453857e-01,-1.324944943189620972e-02,9.000842571258544922e-01
2.132609784603118896e-01,5.556995868682861328e-01,-1.679000109434127808e-01,8.294968008995056152e-01
4.725462794303894043e-01,2.885683774948120117e-01,2.344325482845306396e-01,7.835990786552429199e-01
2.037834823131561279e-01,5.810638666152954102e-01,-1.744776070117950439e-01,7.983364462852478027e-01
4.965828061103820801e-01,2.739663422107696533e-01,2.507987618446350098e-01,7.404967546463012695e-01
2.089747190475463867e-01,5.820242166519165039e-01,-1.960351020097732544e-01,7.957764267921447754e-01
4.792698919773101807e-01,2.745825350284576416e-01,2.446963042020797729e-01,7.357318997383117676e-01
2.170369625091552734e-01,5.712683796882629395e-01,-1.701552122831344604e-01,7.498077750205993652e-01
4.681300222873687744e-01,2.837883830070495605e-01,2.383909523487091064e-01,7.072513699531555176e-01
3.036363422870635986e-01,5.605821609497070312e-01,4.829922318458557129e-02,9.972289204597473145e-01
3.887435793876647949e-01,5.641143918037414551e-01,-4.923954978585243225e-02,9.961640834808349609e-01
3.407498896121978760e-01,5.991545915603637695e-01,5.132355093955993652e-01,7.514464259147644043e-01
3.970076441764831543e-01,6.896436214447021484e-01,1.497788876295089722e-01,9.124016165733337402e-01
3.629498481750488281e-01,6.925667524337768555e-01,8.574549555778503418e-01,8.267804384231567383e-01
3.883417844772338867e-01,8.357283473014831543e-01,2.841721773147583008e-01,8.988505601882934570e-01
3.658868968486785889e-01,7.127710580825805664e-01,8.957602381706237793e-01,8.746307492256164551e-01
3.875754177570343018e-01,8.617892265319824219e-01,2.992162704467773438e-01,9.153898954391479492e-01
3.899169564247131348e-01,7.061600089073181152e-01,9.041088223457336426e-01,7.827776074409484863e-01
4.021089673042297363e-01,8.326579332351684570e-01,2.380534410476684570e-01,8.049416542053222656e-01
