4.014096260070800781e-01,2.988761365413665771e-01,3.128942549228668213e-01,9.909895062446594238e-01
3.949510753154754639e-01,2.890698313713073730e-01,2.712078988552093506e-01,9.920397400856018066e-01
3.910313844680786133e-01,2.880979180335998535e-01,2.711987495422363281e-01,9.931184649467468262e-01
3.871475160121917725e-01,2.869964241981506348e-01,2.712544798851013184e-01,9.924575686454772949e-01
4.055293500423431396e-01,2.900943756103515625e-01,2.669730782508850098e-01,9.902477264404296875e-01
4.089692533016204834e-01,2.899678051471710205e-01,2.669207453727722168e-01,9.901303648948669434e-01
4.127583503723144531e-01,2.898855805397033691e-01,2.667959928512573242e-01,9.883187413215637207e-01
3.780361115932464600e-01,2.872779667377471924e-01,1.151687279343605042e-01,9.944572448730468750e-01
4.140845835208892822e-01,2.909615039825439453e-01,9.261038154363632202e-02,9.901442527770996094e-01
3.940079510211944580e-01,3.050350248813629150e-01,2.631192803382873535e-01,9.949924349784851074e-01
4.047530591487884521e-01,3.060602843761444092e-01,2.564229667186737061e-01,9.934510588645935059e-01
3.111749887466430664e-01,3.366928398609161377e-01,7.324004918336868286e-02,9.994806647300720215e-01
4.469002783298492432e-01,3.440785109996795654e-01,-3.414067206904292107e-03,9.965996146202087402e-01
2.672642171382904053e-01,4.287850856781005859e-01,7.527927309274673462e-02,9.421523213386535645e-01
4.831754565238952637e-01,4.229003787040710449e-01,8.818651735782623291e-02,9.459717869758605957e-01
2.324470728635787964e-01,4.981816709041595459e-01,6.991497427225112915e-02,9.129790663719177246e-01
4.993037581443786621e-01,4.500913023948669434e-01,3.150714337825775146e-01,7.292703390121459961e-01
2.152754515409469604e-01,5.204553604125976562e-01,6.669027358293533325e-02,8.813838362693786621e-01
5.203489661216735840e-01,4.562229216098785400e-01,3.366360664367675781e-01,6.634992957115173340e-01
2.190818786621093750e-01,5.174304842948913574e-01,6.350202858448028564e-02,8.786152005195617676e-01
5.128862857818603516e-01,4.519242942333221436e-01,3.384465277194976807e-01,6.598187685012817383e-01
2.295546084642410278e-01,5.099350214004516602e-01,7.084607332944869995e-02,8.358246684074401855e-01
5.043319463729858398e-01,4.500070512294769287e-01,3.228739500045776367e-01,6.103113293647766113e-01
3.129792213439941406e-01,5.121958255767822266e-01,8.314023911952972412e-02,9.985163807868957520e-01
3.931449651718139648e-01,5.192432999610900879e-01,-8.406944572925567627e-02,9.983544349670410156e-01
3.709602952003479004e-01,5.926641225814819336e-01,3.762822747230529785e-01,7.254259586334228516e-01
4.276998937129974365e-01,6.155200004577636719e-01,1.786530911922454834e-01,9.548517465591430664e-01
3.919322788715362549e-01,6.947274804115295410e-01,3.952640891075134277e-01,8.466759324073791504e-01
4.214875698089599609e-01,7.288713455200195312e-01,2.094718664884567261e-01,9.463950991630554199e-01
3.878183960914611816e-01,7.142285704612731934e-01,4.035028815269470215e-01,9.080643653869628906e-01
4.100147187709808350e-01,7.474478483200073242e-01,2.177193462848663330e-01,9.557943344116210938e-01
4.206924438476562500e-01,7.215138673782348633e-01,3.730539083480834961e-01,7.466793060302734375e-01
4.328163266181945801e-01,7.538408637046813965e-01,1.978832483291625977e-01,8.523929119110107422e-01
