4.671832919120788574e-01,3.513475656509399414e-01,2.950424551963806152e-01,9.957395792007446289e-01
4.633321166038513184e-01,3.410083055496215820e-01,2.641318738460540771e-01,9.961430430412292480e-01
4.590466022491455078e-01,3.387077450752258301e-01,2.641229331493377686e-01,9.969500303268432617e-01
4.548074007034301758e-01,3.362917304039001465e-01,2.641329467296600342e-01,9.959933161735534668e-01
4.750897586345672607e-01,3.452547788619995117e-01,2.551791667938232422e-01,9.951722025871276855e-01
4.786447286605834961e-01,3.460069596767425537e-01,2.551413178443908691e-01,9.955416917800903320e-01
4.821710288524627686e-01,3.466697037220001221e-01,2.550679147243499756e-01,9.941452145576477051e-01
4.465917050838470459e-01,3.338246941566467285e-01,1.304660886526107788e-01,9.957582950592041016e-01
4.833725094795227051e-01,3.481480479240417480e-01,9.488704800605773926e-02,9.952483773231506348e-01
4.572375714778900146e-01,3.545603752136230469e-01,2.552930116653442383e-01,9.953623414039611816e-01
4.700480103492736816e-01,3.586883246898651123e-01,2.434196025133132935e-01,9.951633810997009277e-01
3.811377286911010742e-01,3.622992634773254395e-01,1.086954325437545776e-01,9.992442727088928223e-01
5.030168294906616211e-01,3.992534279823303223e-01,-3.129678219556808472e-02,9.988463521003723145e-01
3.187902271747589111e-01,4.327874481678009033e-01,2.238510102033615112e-01,9.324720501899719238e-01
5.098467469215393066e-01,4.905926287174224854e-01,1.709824427962303162e-02,9.336401224136352539e-01
2.894062399864196777e-01,4.897955060005187988e-01,3.393145203590393066e-01,7.482254505157470703e-01
5.270729064941406250e-01,5.432641506195068359e-01,1.825574338436126709e-01,5.237402915954589844e-01
2.777053713798522949e-01,5.043095946311950684e-01,3.521391749382019043e-01,6.885247230529785156e-01
5.372949838638305664e-01,5.508705973625183105e-01,1.906541138887405396e-01,4.695934057235717773e-01
2.840618491172790527e-01,5.053621530532836914e-01,3.468298017978668213e-01,6.836863756179809570e-01
5.353808403015136719e-01,5.450375676155090332e-01,1.925943493843078613e-01,4.688228666782379150e-01
2.898183465003967285e-01,5.019004344940185547e-01,3.406855165958404541e-01,6.313382983207702637e-01
5.304370522499084473e-01,5.427820682525634766e-01,1.885827034711837769e-01,4.442229866981506348e-01
3.464460968971252441e-01,5.202995538711547852e-01,6.106704846024513245e-02,9.992771744728088379e-01
4.259667992591857910e-01,5.329388380050659180e-01,-6.215211749076843262e-02,9.994199872016906738e-01
3.831693828105926514e-01,5.772027969360351562e-01,4.458602070808410645e-01,6.307572126388549805e-01
4.536576569080352783e-01,5.777836441993713379e-01,2.690529227256774902e-01,9.484478831291198730e-01
4.152132868766784668e-01,6.832983493804931641e-01,4.965340495109558105e-01,8.029490709304809570e-01
4.464096426963806152e-01,6.626794934272766113e-01,3.205879330635070801e-01,9.421398043632507324e-01
4.166706800460815430e-01,6.978277564048767090e-01,5.043962597846984863e-01,8.820627331733703613e-01
4.377933740615844727e-01,6.771689653396606445e-01,3.308282196521759033e-01,9.543591141700744629e-01
4.370686411857604980e-01,7.061404585838317871e-01,4.939484894275665283e-01,6.728157401084899902e-01
4.617281854152679443e-01,6.865676641464233398e-01,3.272591531276702881e-01,8.371327519416809082e-01
